ID,Incomplete,Demand-Type,Demand-Unit,Demand-Offset,Demand-Directional,LS1-Family,LS1-Theta_0,LS1-Theta_1,LS1-DamageStateWeights,LS2-Family,LS2-Theta_0,LS2-Theta_1,LS2-DamageStateWeights,LS3-Family,LS3-Theta_0,LS3-Theta_1,LS3-DamageStateWeights,LS4-Family,LS4-Theta_0,LS4-Theta_1,LS4-DamageStateWeights
B1041.113b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.02,0.4,,lognormal,0.025,0.4,,,,,
B1041.121a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0025,0.4,,lognormal,0.005,0.5,,,,,,,,,
B1041.121b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0025,0.4,,lognormal,0.005,0.5,,,,,,,,,
B1041.122a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0025,0.4,,lognormal,0.005,0.5,,,,,,,,,
B1041.122b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0025,0.4,,lognormal,0.005,0.5,,,,,,,,,
B1041.123a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0025,0.4,,lognormal,0.005,0.5,,,,,,,,,
B1041.123b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0025,0.4,,lognormal,0.005,0.5,,,,,,,,,
B1041.131a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.02,0.4,,,,,,,,,
B1041.131b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.02,0.4,,,,,,,,,
B1041.132a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.02,0.4,,,,,,,,,
B1041.132b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.02,0.4,,,,,,,,,
B1041.133a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.02,0.4,,,,,,,,,
B1041.133b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.02,0.4,,,,,,,,,
B1042.001a,0,Peak Link Beam Chord Rotation,rad,0,1,lognormal,0.0179,0.38,,lognormal,0.0352,0.44,,lognormal,0.0543,0.95,,,,,
B1042.001b,0,Peak Link Beam Chord Rotation,rad,0,1,lognormal,0.0203,0.39,,lognormal,0.0394,0.35,,lognormal,0.0602,1.0,,,,,
B1042.002a,0,Peak Link Beam Chord Rotation,rad,0,1,lognormal,0.013700000000000002,0.21,,lognormal,0.026400000000000003,0.33,,lognormal,0.042800000000000005,0.74,,,,,
B1042.002b,0,Peak Link Beam Chord Rotation,rad,0,1,lognormal,0.013700000000000002,0.21,,lognormal,0.026400000000000003,0.33,,lognormal,0.04070000000000001,0.75,,,,,
B1042.011a,0,Peak Link Beam Chord Rotation,rad,0,1,lognormal,0.0179,0.38,,lognormal,0.0352,0.44,,lognormal,0.0543,0.95,,,,,
B1042.011b,0,Peak Link Beam Chord Rotation,rad,0,1,lognormal,0.0203,0.39,,lognormal,0.0394,0.35,,lognormal,0.0602,1.0,,,,,
B1042.012a,0,Peak Link Beam Chord Rotation,rad,0,1,lognormal,0.013700000000000002,0.21,,lognormal,0.026400000000000003,0.33,,lognormal,0.042800000000000005,0.74,,,,,
B1042.012b,0,Peak Link Beam Chord Rotation,rad,0,1,lognormal,0.013700000000000002,0.21,,lognormal,0.026400000000000003,0.33,,lognormal,0.04070000000000001,0.75,,,,,
B1042.021a,0,Peak Link Beam Chord Rotation,rad,0,1,lognormal,0.0179,0.38,,lognormal,0.0352,0.44,,lognormal,0.0543,0.95,,,,,
B1042.021b,0,Peak Link Beam Chord Rotation,rad,0,1,lognormal,0.0203,0.39,,lognormal,0.0394,0.35,,lognormal,0.0602,1.0,,,,,
B1042.022a,0,Peak Link Beam Chord Rotation,rad,0,1,lognormal,0.013700000000000002,0.21,,lognormal,0.026400000000000003,0.33,,lognormal,0.042800000000000005,0.74,,,,,
B1042.022b,0,Peak Link Beam Chord Rotation,rad,0,1,lognormal,0.013700000000000002,0.21,,lognormal,0.026400000000000003,0.33,,lognormal,0.04070000000000001,0.75,,,,,
B1044.001,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0055,0.36,,lognormal,0.0109,0.3,,lognormal,0.013,0.36,,,,,
B1044.002,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0055,0.36,,lognormal,0.0109,0.3,,lognormal,0.013,0.36,,,,,
B1044.003,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0055,0.36,,lognormal,0.0109,0.3,,lognormal,0.013,0.36,,,,,
B1044.011,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0055,0.36,,lognormal,0.0109,0.3,,lognormal,0.013,0.36,,,,,
B1044.012,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0055,0.36,,lognormal,0.0109,0.3,,lognormal,0.013,0.36,,,,,
B1044.013,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0055,0.36,,lognormal,0.0109,0.3,,lognormal,0.013,0.36,,,,,
B1044.021,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0055,0.36,,lognormal,0.0109,0.3,,lognormal,0.013,0.36,,,,,
B1044.022,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0055,0.36,,lognormal,0.0109,0.3,,lognormal,0.013,0.36,,,,,
B1044.023,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0055,0.36,,lognormal,0.0109,0.3,,lognormal,0.013,0.36,,,,,
B1044.031,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0076,0.35,,lognormal,0.0134,0.45,,,,,,,,,
B1044.032,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0076,0.35,,lognormal,0.0134,0.45,,,,,,,,,
B1044.033,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0076,0.35,,lognormal,0.0134,0.45,,,,,,,,,
B1044.041,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0076,0.35,,lognormal,0.0134,0.45,,,,,,,,,
B1044.042,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0076,0.35,,lognormal,0.0134,0.45,,,,,,,,,
B1044.043,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0076,0.35,,lognormal,0.0134,0.45,,,,,,,,,
B1044.051,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0076,0.35,,lognormal,0.0134,0.45,,,,,,,,,
B1044.052,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0076,0.35,,lognormal,0.0134,0.45,,,,,,,,,
B1044.053,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0076,0.35,,lognormal,0.0134,0.45,,,,,,,,,
B1044.061,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0033,0.35,,lognormal,0.0087,0.2,,,,,,,,,
B1044.062,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0033,0.35,,lognormal,0.0087,0.2,,,,,,,,,
B1044.063,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0033,0.35,,lognormal,0.0087,0.2,,,,,,,,,
B1044.071,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0033,0.35,,lognormal,0.0087,0.2,,,,,,,,,
B1044.072,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0033,0.35,,lognormal,0.0087,0.2,,,,,,,,,
B1044.073,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0033,0.35,,lognormal,0.0087,0.2,,,,,,,,,
B1044.081,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0033,0.35,,lognormal,0.0087,0.2,,,,,,,,,
B1044.082,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0033,0.35,,lognormal,0.0087,0.2,,,,,,,,,
B1044.083,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0033,0.35,,lognormal,0.0087,0.2,,,,,,,,,
B1044.091,0,Peak Effective Drift Ratio,ea,0,1,lognormal,0.009300000000000001,0.5,,lognormal,0.0128,0.35,,lognormal,0.018600000000000002,0.45,,,,,
B1044.092,0,Peak Effective Drift Ratio,ea,0,1,lognormal,0.009300000000000001,0.5,,lognormal,0.0128,0.35,,lognormal,0.018600000000000002,0.45,,,,,
B1044.093,0,Peak Effective Drift Ratio,ea,0,1,lognormal,0.009300000000000001,0.5,,lognormal,0.0128,0.35,,lognormal,0.018600000000000002,0.45,,,,,
B1044.101,0,Peak Effective Drift Ratio,ea,0,1,lognormal,0.009300000000000001,0.5,,lognormal,0.0128,0.35,,lognormal,0.018600000000000002,0.45,,,,,
B1044.102,0,Peak Effective Drift Ratio,ea,0,1,lognormal,0.009300000000000001,0.5,,lognormal,0.0128,0.35,,lognormal,0.018600000000000002,0.45,,,,,
B1044.103,0,Peak Effective Drift Ratio,ea,0,1,lognormal,0.009300000000000001,0.5,,lognormal,0.0128,0.35,,lognormal,0.018600000000000002,0.45,,,,,
B1044.111,0,Peak Effective Drift Ratio,ea,0,1,lognormal,0.009300000000000001,0.5,,lognormal,0.0128,0.35,,lognormal,0.018600000000000002,0.45,,,,,
B1044.112,0,Peak Effective Drift Ratio,ea,0,1,lognormal,0.009300000000000001,0.5,,lognormal,0.0128,0.35,,lognormal,0.018600000000000002,0.45,,,,,
B1044.113,0,Peak Effective Drift Ratio,ea,0,1,lognormal,0.009300000000000001,0.5,,lognormal,0.0128,0.35,,lognormal,0.018600000000000002,0.45,,,,,
B1049.001a,0,Peak Interstory Drift Ratio,ea,0,0,lognormal,0.025,0.25,,lognormal,0.04,0.25,,,,,,,,,
B1049.001b,0,Peak Interstory Drift Ratio,ea,0,0,lognormal,0.025,0.25,,lognormal,0.04,0.25,,,,,,,,,
B1049.002a,0,Peak Interstory Drift Ratio,ea,0,0,lognormal,0.02,0.4,,lognormal,0.035,0.4,,,,,,,,,
B1049.002b,0,Peak Interstory Drift Ratio,ea,0,0,lognormal,0.02,0.4,,lognormal,0.035,0.4,,,,,,,,,
B1049.003a,0,Peak Interstory Drift Ratio,ea,0,0,lognormal,0.012,0.4,,lognormal,0.016,0.4,,,,,,,,,
B1049.003b,0,Peak Interstory Drift Ratio,ea,0,0,lognormal,0.012,0.4,,lognormal,0.016,0.4,,,,,,,,,
B1049.011,0,Peak Interstory Drift Ratio,ea,0,0,lognormal,0.03,0.4,,lognormal,0.048,0.4,,,,,,,,,
B1049.012,0,Peak Interstory Drift Ratio,ea,0,0,lognormal,0.022,0.4,,lognormal,0.03,0.4,,,,,,,,,
B1049.021a,0,Peak Interstory Drift Ratio,ea,0,0,lognormal,0.018,0.4,,lognormal,0.03,0.4,,,,,,,,,
B1049.021b,0,Peak Interstory Drift Ratio,ea,0,0,lognormal,0.018,0.4,,lognormal,0.03,0.4,,,,,,,,,
B1049.022a,0,Peak Interstory Drift Ratio,ea,0,0,lognormal,0.013,0.5,,lognormal,0.019,0.55,,,,,,,,,
B1049.022b,0,Peak Interstory Drift Ratio,ea,0,0,lognormal,0.013,0.5,,lognormal,0.019,0.55,,,,,,,,,
B1049.031,0,Peak Interstory Drift Ratio,ea,0,0,lognormal,0.028,0.5,,lognormal,0.04,0.5,,,,,,,,,
B1049.032,0,Peak Interstory Drift Ratio,ea,0,0,lognormal,0.023,0.5,,lognormal,0.032,0.5,,,,,,,,,
B1049.041a,0,Peak Interstory Drift Ratio,ea,0,0,lognormal,0.025,0.5,,lognormal,0.042,0.5,,,,,,,,,
B1049.041b,0,Peak Interstory Drift Ratio,ea,0,0,lognormal,0.025,0.5,,lognormal,0.042,0.5,,,,,,,,,
B1049.042a,0,Peak Interstory Drift Ratio,ea,0,0,lognormal,0.017,0.5,,lognormal,0.023,0.5,,,,,,,,,
B1049.042b,0,Peak Interstory Drift Ratio,ea,0,0,lognormal,0.017,0.5,,lognormal,0.023,0.5,,,,,,,,,
B1051.001,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.002,0.86,,lognormal,0.0033,0.77,,,,,,,,,
B1051.002,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.002,0.86,,lognormal,0.0033,0.77,,,,,,,,,
B1051.003,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0018,0.73,,lognormal,0.0051,0.65,,lognormal,0.0086,0.56,,,,,
B1051.004,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0018,0.73,,lognormal,0.0051,0.65,,lognormal,0.0086,0.56,,,,,
B1051.011,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.002,0.86,,lognormal,0.0033,0.77,,,,,,,,,
B1051.012,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.002,0.86,,lognormal,0.0033,0.77,,,,,,,,,
B1051.013,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0018,0.73,,lognormal,0.0051,0.65,,lognormal,0.0086,0.56,,,,,
B1051.014,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0018,0.73,,lognormal,0.0051,0.65,,lognormal,0.0086,0.56,,,,,
B1051.021,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.002,0.86,,lognormal,0.0033,0.77,,,,,,,,,
B1051.022,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.002,0.86,,lognormal,0.0033,0.77,,,,,,,,,
B1051.023,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0018,0.73,,lognormal,0.0051,0.65,,lognormal,0.0086,0.56,,,,,
B1051.024,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0018,0.73,,lognormal,0.0051,0.65,,lognormal,0.0086,0.56,,,,,
B1052.001,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0036,0.59,,lognormal,0.0059,0.51,,,,,,,,,
B1052.002,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0036,0.59,,lognormal,0.0059,0.51,,,,,,,,,
B1052.003,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0031,0.47,,lognormal,0.009,0.4,,lognormal,0.0151,0.32,,,,,
B1052.004,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0031,0.47,,lognormal,0.009,0.4,,lognormal,0.0151,0.32,,,,,
B1052.011,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0036,0.59,,lognormal,0.0059,0.51,,,,,,,,,
B1052.012,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0036,0.59,,lognormal,0.0059,0.51,,,,,,,,,
B1052.013,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0031,0.47,,lognormal,0.009,0.4,,lognormal,0.0151,0.32,,,,,
B1052.014,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0031,0.47,,lognormal,0.009,0.4,,lognormal,0.0151,0.32,,,,,
B1061.001a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.004,0.4,,lognormal,0.0226,0.3,,lognormal,0.0267,0.25,,,,,
B1061.001b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.004,0.4,,lognormal,0.0226,0.3,,lognormal,0.0267,0.25,,,,,
B1061.011a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0139,0.25,,lognormal,0.0179,0.25,,,,,,,,,
B1061.011b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0139,0.25,,lognormal,0.0179,0.25,,,,,,,,,
B1061.021a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.019,0.25,,lognormal,0.0253,0.25,,,,,,,,,
B1061.021b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.019,0.25,,lognormal,0.0253,0.25,,,,,,,,,
B1071.001,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.01,0.4,,lognormal,0.0175,0.4,,lognormal,0.025,0.4,,,,,
B1071.002,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.0262,0.19,,lognormal,0.0369,0.2,,,,,
B1071.011,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0017,0.5,,lognormal,0.0035,0.4,,lognormal,0.017,0.4,,,,,
B1071.012,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0025,0.44,,lognormal,0.0052,0.3,,lognormal,0.0252,0.16,,,,,
B1071.031,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.01,0.4,,,,,,,,,,,,,
B1071.041,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0021,0.6,,lognormal,0.0071,0.45,,lognormal,0.012,0.45,,,,,
B2011.001a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.004,0.4,,lognormal,0.0226,0.3,,lognormal,0.0267,0.25,,,,,
B2011.001b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.004,0.4,,lognormal,0.0226,0.3,,lognormal,0.0267,0.25,,,,,
B2011.011a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0139,0.25,,lognormal,0.0179,0.25,,,,,,,,,
B2011.011b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0139,0.25,,lognormal,0.0179,0.25,,,,,,,,,
B2011.021a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.019,0.25,,lognormal,0.0253,0.25,,,,,,,,,
B2011.021b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.019,0.25,,lognormal,0.0253,0.25,,,,,,,,,
B2011.101,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.01,0.4,,lognormal,0.0175,0.4,,lognormal,0.025,0.4,,,,,
B2011.102,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0025,0.44,,lognormal,0.0052,0.3,,lognormal,0.0252,0.16,,,,,
B2011.111,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0017,0.5,,lognormal,0.0035,0.4,,lognormal,0.017,0.4,,,,,
B2011.121,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.0262,0.19,,lognormal,0.0369,0.2,,,,,
B2011.131,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.01,0.4,,,,,,,,,,,,,
B2011.201a,1,Peak Interstory Drift Ratio,ea,0,1,lognormal,,,0.500000 | 0.500000,,,,,,,,,,,,
B2011.201b,1,Peak Floor Acceleration,g,0,0,lognormal,,,,,,,,,,,,,,,
B2022.001,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0338,0.4,,lognormal,0.0383,0.4,,,,,,,,,
B2022.002,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.021,0.45,,lognormal,0.024,0.45,,,,,,,,,
B2022.011,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.026,0.25,,lognormal,0.0268,0.25,,lognormal,0.0339,0.25,,,,,
B2022.021,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0156,0.35,,lognormal,0.0561,0.3,,,,,,,,,
B2022.022,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0392,0.29,,lognormal,0.0434,0.25,,,,,,,,,
B2022.023,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0347,0.26,,lognormal,0.04,0.6,,,,,,,,,
B2022.031,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0138,0.25,,lognormal,0.0219,0.3,,,,,,,,,
B2022.032,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0088,0.25,,lognormal,0.0108,0.25,,,,,,,,,
B2022.033,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0084,0.25,,lognormal,0.0107,0.35,,,,,,,,,
B2022.034,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0147,0.25,,lognormal,0.0164,0.25,,,,,,,,,
B2022.035,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0181,0.25,,lognormal,0.0212,0.25,,,,,,,,,
B2022.036,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.022,0.3,,lognormal,0.0257,0.25,,,,,,,,,
B2022.037,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0288,0.26,,lognormal,0.04,0.6,,,,,,,,,
B2022.038,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0273,0.28,,lognormal,0.0286,0.28,,,,,,,,,
B2022.039,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.027,0.26,,lognormal,0.029,0.26,,,,,,,,,
B2022.040,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.26,,lognormal,0.023,0.28,,,,,,,,,
B2022.041,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.024,0.25,,lognormal,0.027,0.32,,,,,,,,,
B2022.051,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.043,0.25,,lognormal,0.05,0.25,,,,,,,,,
B2022.052,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.042,0.3,,lognormal,0.052,0.3,,,,,,,,,
B2022.053,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.029,0.3,,lognormal,0.039,0.3,,,,,,,,,
B2022.054,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.033,0.25,,lognormal,0.043,0.25,,,,,,,,,
B2022.061,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.024,0.29,,lognormal,0.025,0.29,,,,,,,,,
B2022.071,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.027,0.3,,lognormal,0.0276,0.3,,lognormal,0.0303,0.3,,,,,
B2022.072,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0262,0.3,,lognormal,0.0266,0.3,,lognormal,0.0299,0.3,,,,,
B2022.081,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0234,0.3,,lognormal,0.031,0.3,,,,,,,,,
B2022.082,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0142,0.25,,lognormal,0.0221,0.25,,,,,,,,,
B2022.083,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.026,0.11,,lognormal,0.051,0.25,,lognormal,0.054,0.25,,,,,
B2022.084,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.026,0.11,,lognormal,0.051,0.25,,lognormal,0.054,0.25,,,,,
B2022.091,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.026,0.11,,lognormal,0.031,0.25,,lognormal,0.032,0.25,,,,,
B2022.101,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.026,0.3,,lognormal,0.027,0.3,,lognormal,0.028,0.3,,,,,
B2022.201,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.026,0.45,,lognormal,0.05,0.25,,lognormal,0.1,0.25,,,,,
B2023.001,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.029,0.5,,lognormal,0.0473,0.25,,lognormal,0.07,0.25,,,,,
B2023.002,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0423,0.3,,lognormal,0.059,0.25,,lognormal,0.0665,0.35,,,,,
B2023.011,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.029,0.5,,lognormal,0.0567,0.3,,lognormal,0.08,0.3,,,,,
B2023.021,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0303,0.5,,lognormal,0.0413,0.3,,lognormal,0.051,0.3,,,,,
B2023.031,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.03,1.0,,lognormal,0.052,0.4,,,,,,,,,
B2023.032,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.042,0.55,,lognormal,0.05,1.0,,,,,,,,,
B2023.033,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.03,1.0,,lognormal,0.05,0.4,,,,,,,,,
B2023.034,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.036,0.75,,lognormal,0.05,1.0,,,,,,,,,
B2023.041,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0423,0.3,,lognormal,0.059,0.25,,lognormal,0.0665,0.25,,,,,
B2023.051,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.05,0.29,,lognormal,0.16,1.0,,,,,,,,,
B2023.052,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.054,0.28,,lognormal,0.16,1.0,,,,,,,,,
B2023.053,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.05,0.28,,lognormal,0.16,1.0,,,,,,,,,
B2023.054,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.1,0.32,,lognormal,0.11,0.32,,,,,,,,,
B2023.055,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.055,0.29,,lognormal,0.1,0.32,,,,,,,,,
B2023.056,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.055,0.32,,lognormal,0.1,0.32,,,,,,,,,
B2023.057,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.055,0.32,,lognormal,0.1,0.32,,,,,,,,,
B2023.058,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.09,1.0,,lognormal,0.1,0.32,,,,,,,,,
B3011.011,0,Peak Floor Acceleration,g,0,0,lognormal,1.1,0.4,,lognormal,1.4,0.4,,,,,,,,,
B3011.012,0,Peak Floor Acceleration,g,0,0,lognormal,1.4,0.3,,lognormal,1.7,0.3,,,,,,,,,
B3011.013,0,Peak Floor Acceleration,g,0,0,lognormal,0.5,0.4,,lognormal,0.7,0.4,,,,,,,,,
B3011.014,0,Peak Floor Acceleration,g,0,0,lognormal,0.4,0.3,,lognormal,0.5,0.3,,,,,,,,,
B3031.001a,0,Peak Floor Acceleration,g,0,0,lognormal,0.35,0.6,,lognormal,0.5,0.6,,,,,,,,,
B3031.001b,0,Peak Floor Acceleration,g,0,0,lognormal,0.35,0.6,,lognormal,0.5,0.6,,,,,,,,,
B3031.001c,0,Peak Floor Acceleration,g,0,0,lognormal,0.35,0.6,,lognormal,0.5,0.6,,,,,,,,,
B3031.002a,0,Peak Floor Acceleration,g,0,0,lognormal,0.35,0.6,,lognormal,0.5,0.6,,,,,,,,,
B3031.002b,0,Peak Floor Acceleration,g,0,0,lognormal,0.35,0.6,,lognormal,0.5,0.6,,,,,,,,,
B3031.002c,0,Peak Floor Acceleration,g,0,0,lognormal,0.35,0.6,,lognormal,0.5,0.6,,,,,,,,,
B3041.001,0,Peak Floor Acceleration,g,0,0,lognormal,0.2,0.6,,lognormal,0.4,0.6,,,,,,,,,
C1011.001a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.005,0.4,,lognormal,0.01,0.3,,lognormal,0.021,0.2,,,,,
C1011.001b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.01,0.3,,lognormal,0.013,0.3,,lognormal,0.018,0.3,,,,,
C1011.001c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.004,0.45,,lognormal,0.011,0.35,,lognormal,0.019,0.25,,,,,
C1011.001d,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0035,0.6,,lognormal,0.0095,0.45,,,,,,,,,
C1011.011a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0021,0.6,,lognormal,0.0071,0.45,0.800000 | 0.200000,,,,,,,,
C2011.001a,1,Peak Interstory Drift Ratio,ea,0,1,lognormal,,,,lognormal,,,,lognormal,,,,,,,
C2011.001b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.005,0.6,,lognormal,0.017,0.6,,lognormal,0.028,0.45,,,,,
C2011.011a,1,Peak Interstory Drift Ratio,ea,0,1,lognormal,,,,lognormal,,,,lognormal,,,,,,,
C2011.011b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.005,0.6,,lognormal,0.017,0.6,,lognormal,0.028,0.45,,,,,
