ID,Incomplete,Quantity-Unit,DV-Unit,DS1-Family,DS1-Theta_0,DS1-Theta_1,DS1-LongLeadTime,DS2-Family,DS2-Theta_0,DS2-Theta_1,DS2-LongLeadTime,DS3-Family,DS3-Theta_0,DS3-Theta_1,DS3-LongLeadTime,DS4-Family,DS4-Theta_0,DS4-Theta_1,DS4-LongLeadTime,DS5-Family,DS5-Theta_0,DS5-Theta_1,DS5-LongLeadTime,DS6-Family,DS6-Theta_0,DS6-Theta_1,DS6-LongLeadTime,DS7-Family,DS7-Theta_0,DS7-Theta_1,DS7-LongLeadTime,DS8-Family,DS8-Theta_0,DS8-Theta_1,DS8-LongLeadTime,DS9-Family,DS9-Theta_0,DS9-Theta_1,DS9-LongLeadTime,DS10-Family,DS10-Theta_0,DS10-Theta_1,DS10-LongLeadTime,DS11-Family,DS11-Theta_0,DS11-Theta_1,DS11-LongLeadTime,DS12-Family,DS12-Theta_0,DS12-Theta_1,DS12-LongLeadTime,DS13-Family,DS13-Theta_0,DS13-Theta_1,DS13-LongLeadTime,DS14-Family,DS14-Theta_0,DS14-Theta_1,DS14-LongLeadTime,DS15-Family,DS15-Theta_0,DS15-Theta_1,DS15-LongLeadTime
C2011.011b-Cost,0,1 EA,US$_2011,lognormal,"1400,420|5,10",0.801477,,lognormal,"7400,2220|5,10",0.56935,,normal,"45900,13770|5,10",0.361304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2011.011b-Time,0,1 EA,worker_day,lognormal,"1.54416,0.463276|5,10",0.839562,0,lognormal,"8.16178,2.44855|5,10",0.62182,0,normal,"50.625,15.1875|5,10",0.439364,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2011.021a-Cost,0,1 EA,US$_2011,lognormal,"910,560|3,10",0.801477,,lognormal,"4440,3145|3,10",0.56935,,normal,"29940,21207.5|3,10",0.343211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2011.021a-Time,0,1 EA,worker_day,lognormal,"1.00372,0.617688|3,10",0.839562,0,lognormal,"4.89708,3.46877|3,10",0.62182,0,normal,"33.0221,23.3906|3,10",0.42461,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2011.021b-Cost,0,1 EA,US$_2011,lognormal,"840,560|3,10",0.801477,,lognormal,"4440,2960|3,10",0.56935,,normal,"29940,19960|3,10",0.343211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2011.021b-Time,0,1 EA,worker_day,lognormal,"0.926512,0.617688|3,10",0.839562,0,lognormal,"4.89708,3.26472|3,10",0.62182,0,normal,"33.0221,22.0147|3,10",0.42461,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2011.021c-Cost,0,1 EA,US$_2011,lognormal,"910,560|3,10",0.801477,,lognormal,"4440,3145|3,10",0.56935,,normal,"29940,21207.5|3,10",0.343211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2011.021c-Time,0,1 EA,worker_day,lognormal,"1.00372,0.617688|3,10",0.839562,0,lognormal,"4.89708,3.46877|3,10",0.62182,0,normal,"33.0221,23.3906|3,10",0.42461,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2011.021d-Cost,0,1 EA,US$_2011,lognormal,"840,560|3,10",0.801477,,lognormal,"4440,2960|3,10",0.56935,,normal,"29940,19960|3,10",0.343211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2011.021d-Time,0,1 EA,worker_day,lognormal,"0.926512,0.617688|3,10",0.839562,0,lognormal,"4.89708,3.26472|3,10",0.62182,0,normal,"33.0221,22.0147|3,10",0.42461,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2011.031a-Cost,0,1 EA,US$_2011,lognormal,"480,320|3,10",0.989929,,lognormal,"3240,2160|3,10",0.579764,,normal,"25140,16760|3,10",0.383059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2011.031a-Time,0,1 EA,worker_day,lognormal,"0.529435,0.352965|3,10",1.02101,0,lognormal,"3.57349,2.38231|3,10",0.631369,0,normal,"27.7279,18.4853|3,10",0.457421,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2011.031b-Cost,0,1 EA,US$_2011,lognormal,"480,320|3,10",0.989929,,lognormal,"3240,2160|3,10",0.579764,,normal,"25140,16760|3,10",0.383059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2011.031b-Time,0,1 EA,worker_day,lognormal,"0.444718,0.296482|3,10",1.02101,0,lognormal,"3.00179,2.00121|3,10",0.631369,0,normal,"23.2915,15.5277|3,10",0.457421,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3011.001a-Cost,0,100 LF,US$_2011,lognormal,"3240,2160|1,3",0.15424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3011.001a-Time,0,100 LF,worker_day,lognormal,"3.02029,2.01971|1,3",0.293751,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3011.001b-Cost,0,100 LF,US$_2011,lognormal,"3240,2160|1,3",0.15424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3011.001b-Time,0,100 LF,worker_day,lognormal,"3.02029,2.01971|1,3",0.293751,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3011.001c-Cost,0,100 LF,US$_2011,lognormal,"3240,2160|1,3",0.15424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3011.001c-Time,0,100 LF,worker_day,lognormal,"3.02029,2.01971|1,3",0.293751,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3011.001d-Cost,0,100 LF,US$_2011,lognormal,"3240,2160|1,3",0.15424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3011.001d-Time,0,100 LF,worker_day,lognormal,"3.02029,2.01971|1,3",0.293751,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3011.002a-Cost,0,100 LF,US$_2011,normal,"8640,5760|1,3",0.220839,,lognormal,"34992,23328|1,3",0.0947797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3011.002a-Time,0,100 LF,worker_day,normal,"7.99412,5.32588|1,3",0.333571,0,lognormal,"32.4032,21.5968|1,3",0.267363,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3011.002b-Cost,0,100 LF,US$_2011,normal,"8640,5760|1,3",0.220839,,lognormal,"34992,23328|1,3",0.0947797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3011.002b-Time,0,100 LF,worker_day,normal,"7.99412,5.32588|1,3",0.333571,0,lognormal,"32.4032,21.5968|1,3",0.267363,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3011.002c-Cost,0,100 LF,US$_2011,normal,"8640,5760|1,3",0.220839,,lognormal,"34992,23328|1,3",0.0947797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3011.002c-Time,0,100 LF,worker_day,normal,"7.99412,5.32588|1,3",0.333571,0,lognormal,"32.4032,21.5968|1,3",0.267363,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3011.002d-Cost,0,100 LF,US$_2011,normal,"8640,5760|1,3",0.220839,,lognormal,"34992,23328|1,3",0.0947797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3011.002d-Time,0,100 LF,worker_day,normal,"7.99412,5.32588|1,3",0.333571,0,lognormal,"32.4032,21.5968|1,3",0.267363,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3011.003a-Cost,0,100 LF,US$_2011,normal,"36000,10800|1,3",0.260101,,normal,"90000,27000|1,3",0.315123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3011.003a-Time,0,100 LF,worker_day,normal,"33.3265,9.97941|1,3",0.360767,0,normal,"83.3612,24.9935|1,3",0.402247,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3011.003b-Cost,0,100 LF,US$_2011,normal,"36000,10800|1,3",0.260101,,normal,"90000,27000|1,3",0.315123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3011.003b-Time,0,100 LF,worker_day,normal,"33.3265,9.97941|1,3",0.360767,0,normal,"83.3612,24.9935|1,3",0.402247,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3011.003c-Cost,0,100 LF,US$_2011,normal,"36000,10800|1,3",0.260101,,normal,"90000,27000|1,3",0.315123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3011.003c-Time,0,100 LF,worker_day,normal,"33.3265,9.97941|1,3",0.360767,0,normal,"83.3612,24.9935|1,3",0.402247,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3011.003d-Cost,0,100 LF,US$_2011,normal,"36000,10800|1,3",0.260101,,normal,"90000,27000|1,3",0.315123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3011.003d-Time,0,100 LF,worker_day,normal,"33.3265,9.97941|1,3",0.360767,0,normal,"83.3612,24.9935|1,3",0.402247,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001a-Cost,0,1 SF,US$_2011,normal,"62.08,18.624|500,2000",0.284999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001a-Time,0,1 SF,worker_day,normal,"0.0575576,0.0172969|500,2000",0.37911,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001b-Cost,0,1 SF,US$_2011,normal,"106.48,31.944|500,2000",0.256999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001b-Time,0,1 SF,worker_day,normal,"0.0986253,0.0295699|500,2000",0.358537,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001c-Cost,0,1 SF,US$_2011,normal,"88.5,26.55|500,2000",0.311983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001c-Time,0,1 SF,worker_day,normal,"0.0819963,0.0246015|500,2000",0.399791,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001d-Cost,0,1 SF,US$_2011,normal,"201.6,60.48|500,2000",0.257734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001d-Time,0,1 SF,worker_day,normal,"0.186788,0.0560447|500,2000",0.359064,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001e-Cost,0,1 SF,US$_2011,normal,"77.2,23.16|500,2000",0.260449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001e-Time,0,1 SF,worker_day,normal,"0.0715618,0.0214953|500,2000",0.361018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001f-Cost,0,1 SF,US$_2011,lognormal,"223.6,67.08|500,2000",0.237628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001f-Time,0,1 SF,worker_day,lognormal,"0.207179,0.0621682|500,2000",0.344916,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001g-Cost,0,1 SF,US$_2011,normal,"34.72,10.416|500,2000",0.229784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001g-Time,0,1 SF,worker_day,normal,"0.0321835,0.00966659|500,2000",0.33956,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001h-Cost,0,1 SF,US$_2011,normal,"92.4,27.72|500,2000",0.265722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001h-Time,0,1 SF,worker_day,normal,"0.0856029,0.0256788|500,2000",0.36484,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001i-Cost,0,1 SF,US$_2011,normal,"53,15.9|500,2000",0.274869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001i-Time,0,1 SF,worker_day,normal,"0.0491515,0.0147794|500,2000",0.371554,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001j-Cost,0,1 SF,US$_2011,lognormal,"146.8,44.04|500,2000",0.251029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001j-Time,0,1 SF,worker_day,lognormal,"0.136003,0.0407988|500,2000",0.354282,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001k-Cost,0,1 SF,US$_2011,normal,"58.8,17.64|500,2000",0.345568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001k-Time,0,1 SF,worker_day,normal,"0.0544382,0.0163047|500,2000",0.426517,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001l-Cost,0,1 SF,US$_2011,normal,"98.8,29.64|500,2000",0.290358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001l-Time,0,1 SF,worker_day,normal,"0.0915676,0.0274929|500,2000",0.383155,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001m-Cost,0,1 SF,US$_2011,normal,"20.1,6.03|500,2000",0.400517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001m-Time,0,1 SF,worker_day,normal,"0.018611,0.00557559|500,2000",0.472137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001n-Cost,0,1 SF,US$_2011,normal,"48,14.4|500,2000",0.333934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001n-Time,0,1 SF,worker_day,normal,"0.0444353,0.0133059|500,2000",0.417148,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001o-Cost,0,1 SF,US$_2011,normal,"55.8,16.74|500,2000",0.321154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001o-Time,0,1 SF,worker_day,normal,"0.0541794,0.0162682|500,2000",0.406989,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001p-Cost,0,1 SF,US$_2011,normal,"84.24,56.16|500,2000",0.257726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3021.001p-Time,0,1 SF,worker_day,normal,"0.0817271,0.0544729|500,2000",0.359058,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3027.001-Cost,0,100 SF,US$_2011,lognormal,"138,92|5,20",1.28411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3027.001-Time,0,100 SF,worker_day,lognormal,"0.132324,0.0876765|5,20",1.30822,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3027.002-Cost,0,100 SF,US$_2011,lognormal,"138,92|5,20",1.28411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3027.002-Time,0,100 SF,worker_day,lognormal,"0.144691,0.0953088|5,20",1.30822,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3032.001a-Cost,0,250 SF,US$_2011,normal,"435,290|1,10",0.550795,,lognormal,"3405,2270|1,10",0.518319,,lognormal,"7005,4670|1,10",0.202618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3032.001a-Time,0,250 SF,worker_day,normal,"0.419301,0.280699|1,10",0.604877,0,lognormal,"3.24246,2.15754|1,10",0.57546,0,lognormal,"6.69099,4.45901|1,10",0.321798,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3032.001b-Cost,0,600 SF,US$_2011,normal,"1044,696|1,10",0.550803,,lognormal,"8172,5448|1,10",0.518319,,lognormal,"16812,11208|1,10",0.202618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3032.001b-Time,0,600 SF,worker_day,normal,"0.938647,0.621353|1,10",0.604884,0,lognormal,"7.42182,4.93818|1,10",0.57546,0,lognormal,"15.3348,10.2252|1,10",0.321798,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3032.001c-Cost,0,1800 SF,US$_2011,normal,"3132,2088|1,10",0.550803,,lognormal,"24516,16344|1,10",0.518319,,lognormal,"50436,33624|1,10",0.202618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3032.001c-Time,0,1800 SF,worker_day,normal,"2.80059,1.87941|1,10",0.604884,0,lognormal,"21.6053,14.3947|1,10",0.57546,0,lognormal,"44.4971,29.6629|1,10",0.321798,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3032.001d-Cost,0,2500 SF,US$_2011,normal,"4350,2900|1,10",0.550803,,lognormal,"34050,22700|1,10",0.518318,,lognormal,"70050,46700|1,10",0.202618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3032.001d-Time,0,2500 SF,worker_day,normal,"3.61838,2.38162|1,10",0.604884,0,lognormal,"29.0904,19.4096|1,10",0.57546,0,lognormal,"59.7081,39.7919|1,10",0.321798,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3032.003a-Cost,0,250 SF,US$_2011,normal,"725,217.5|1,10",0.550795,,lognormal,"5675,1702.5|1,10",0.518319,,lognormal,"11675,3502.5|1,10",0.202618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3032.003a-Time,0,250 SF,worker_day,normal,"0.696507,0.211397|1,10",0.604877,0,lognormal,"5.41232,1.61507|1,10",0.57546,0,lognormal,"11.155,3.34301|1,10",0.321798,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3032.003b-Cost,0,600 SF,US$_2011,normal,"1740,522|1,10",0.550803,,lognormal,"13620,4086|1,10",0.518319,,lognormal,"28020,8406|1,10",0.202618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3032.003b-Time,0,600 SF,worker_day,normal,"1.57324,0.462706|1,10",0.604884,0,lognormal,"12.3891,3.69635|1,10",0.57546,0,lognormal,"25.5538,7.67047|1,10",0.321798,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3032.003c-Cost,0,1800 SF,US$_2011,normal,"5220,1566|1,10",0.550803,,lognormal,"40860,12258|1,10",0.518319,,lognormal,"84060,25218|1,10",0.202618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3032.003c-Time,0,1800 SF,worker_day,normal,"4.64294,1.41882|1,10",0.604884,0,lognormal,"36.0265,10.7894|1,10",0.57546,0,lognormal,"74.1653,22.2459|1,10",0.321798,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3032.003d-Cost,0,2500 SF,US$_2011,normal,"7250,2175|1,10",0.550803,,lognormal,"56750,17025|1,10",0.518318,,lognormal,"116750,35025|1,10",0.202618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3032.003d-Time,0,2500 SF,worker_day,normal,"6.09191,1.76324|1,10",0.604884,0,lognormal,"48.4522,14.5691|1,10",0.57546,0,lognormal,"99.5404,29.8338|1,10",0.321798,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3032.004a-Cost,0,250 SF,US$_2011,normal,"725,217.5|1,10",0.550795,,lognormal,"5675,1702.5|1,10",0.518319,,lognormal,"11675,3502.5|1,10",0.202618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3032.004a-Time,0,250 SF,worker_day,normal,"0.696507,0.211397|1,10",0.604877,0,lognormal,"5.41232,1.61507|1,10",0.57546,0,lognormal,"11.155,3.34301|1,10",0.321798,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3032.004b-Cost,0,600 SF,US$_2011,normal,"1740,522|1,10",0.550803,,lognormal,"13620,4086|1,10",0.518319,,lognormal,"28020,8406|1,10",0.202618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3032.004b-Time,0,600 SF,worker_day,normal,"1.57324,0.462706|1,10",0.604884,0,lognormal,"12.3891,3.69635|1,10",0.57546,0,lognormal,"25.5538,7.67047|1,10",0.321798,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3032.004c-Cost,0,1800 SF,US$_2011,normal,"5220,1566|1,10",0.550803,,lognormal,"40860,12258|1,10",0.518319,,lognormal,"84060,25218|1,10",0.202618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3032.004c-Time,0,1800 SF,worker_day,normal,"4.64294,1.41882|1,10",0.604884,0,lognormal,"36.0265,10.7894|1,10",0.57546,0,lognormal,"74.1653,22.2459|1,10",0.321798,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3032.004d-Cost,0,2500 SF,US$_2011,normal,"7250,2175|1,10",0.550803,,lognormal,"56750,17025|1,10",0.518318,,lognormal,"116750,35025|1,10",0.202618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3032.004d-Time,0,2500 SF,worker_day,normal,"6.09191,1.76324|1,10",0.604884,0,lognormal,"48.4522,14.5691|1,10",0.57546,0,lognormal,"99.5404,29.8338|1,10",0.321798,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3034.001-Cost,0,1 EA,US$_2011,lognormal,"2.3,0.69|5,10",0.636941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3034.001-Time,0,1 EA,worker_day,lognormal,"0.00225,0.00064|5,10",0.684247,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3034.002-Cost,0,1 EA,US$_2011,lognormal,"990,297|5,10",0.636941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3034.002-Time,0,1 EA,worker_day,lognormal,"0.99,0.297|5,10",0.684247,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1014.011-Cost,0,1 EA,US$_2011,lognormal,"8800,2640|5,10",0.87408,,normal,"37400,11220|5,10",0.277553,,lognormal,"46200,13860|5,10",0.408406,,normal,"32000,9600|5,10",0.408299,,normal,"40800,12240|5,10",0.50751,,normal,"69400,20820|5,10",0.335272,,normal,"78200,23460|5,10",0.400498,,normal,"5000,1500|5,10",0.48769,,lognormal,"13800,4140|5,10",0.736458,,normal,"42400,12720|5,10",0.298428,,normal,"51200,15360|5,10",0.402849,,normal,"37000,11100|5,10",0.41802,,normal,"45800,13740|5,10",0.505774,,normal,"74400,22320|5,10",0.344118,,normal,"83200,24960|5,10",0.404755,
D1014.011-Time,0,1 EA,worker_day,lognormal,"8.41178,2.52355|5,10",0.909129,1,normal,"35.75,10.725|5,10",0.373545,1,lognormal,"44.1618,13.2485|5,10",0.478848,1,normal,"30.5882,9.17645|5,10",0.478757,1,normal,"39,11.7|5,10",0.565744,1,normal,"66.3382,19.9015|5,10",0.418219,1,normal,"74.75,22.425|5,10",0.472122,1,normal,"4.77941,1.43382|5,10",0.548034,1,lognormal,"13.1912,3.95736|5,10",0.777734,1,normal,"40.5294,12.1588|5,10",0.389306,1,normal,"48.9412,14.6824|5,10",0.474117,1,normal,"35.3676,10.6103|5,10",0.487074,1,normal,"43.7794,13.1338|5,10",0.564187,1,normal,"71.1176,21.3353|5,10",0.425344,1,normal,"79.5294,23.8588|5,10",0.475738,1
