ID,Incomplete,Quantity-Unit,DV-Unit,DS1-Family,DS1-Theta_0,DS1-Theta_1,DS1-LongLeadTime,DS2-Family,DS2-Theta_0,DS2-Theta_1,DS2-LongLeadTime,DS3-Family,DS3-Theta_0,DS3-Theta_1,DS3-LongLeadTime,DS4-Family,DS4-Theta_0,DS4-Theta_1,DS4-LongLeadTime,DS5-Family,DS5-Theta_0,DS5-Theta_1,DS5-LongLeadTime,DS6-Family,DS6-Theta_0,DS6-Theta_1,DS6-LongLeadTime,DS7-Family,DS7-Theta_0,DS7-Theta_1,DS7-LongLeadTime,DS8-Family,DS8-Theta_0,DS8-Theta_1,DS8-LongLeadTime,DS9-Family,DS9-Theta_0,DS9-Theta_1,DS9-LongLeadTime,DS10-Family,DS10-Theta_0,DS10-Theta_1,DS10-LongLeadTime,DS11-Family,DS11-Theta_0,DS11-Theta_1,DS11-LongLeadTime,DS12-Family,DS12-Theta_0,DS12-Theta_1,DS12-LongLeadTime,DS13-Family,DS13-Theta_0,DS13-Theta_1,DS13-LongLeadTime,DS14-Family,DS14-Theta_0,DS14-Theta_1,DS14-LongLeadTime,DS15-Family,DS15-Theta_0,DS15-Theta_1,DS15-LongLeadTime
B2022.040-Cost,0,30 SF,US$_2011,lognormal,"2955,1576|20,100",0.118498,,lognormal,"2955,1576|20,100",0.118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.040-Time,0,30 SF,worker_day,lognormal,"1.30456,0.696176|20,100",0.276662,0,lognormal,"1.30456,0.696176|20,100",0.276662,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.041-Cost,0,30 SF,US$_2011,lognormal,"2955,1576|20,100",0.118498,,lognormal,"2955,1576|20,100",0.118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.041-Time,0,30 SF,worker_day,lognormal,"1.30456,0.696176|20,100",0.276662,0,lognormal,"1.30456,0.696176|20,100",0.276662,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.051-Cost,0,30 SF,US$_2011,lognormal,"2955,1576|20,100",0.118498,,lognormal,"2955,1576|20,100",0.118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.051-Time,0,30 SF,worker_day,lognormal,"1.30456,0.696176|20,100",0.276662,0,lognormal,"1.30456,0.696176|20,100",0.276662,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.052-Cost,0,30 SF,US$_2011,lognormal,"2955,1576|20,100",0.118498,,lognormal,"2955,1576|20,100",0.118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.052-Time,0,30 SF,worker_day,lognormal,"1.30456,0.696176|20,100",0.276662,0,lognormal,"1.30456,0.696176|20,100",0.276662,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.053-Cost,0,30 SF,US$_2011,lognormal,"2955,1576|20,100",0.118498,,lognormal,"2955,1576|20,100",0.118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.053-Time,0,30 SF,worker_day,lognormal,"1.30456,0.696176|20,100",0.276662,0,lognormal,"1.30456,0.696176|20,100",0.276662,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.054-Cost,0,30 SF,US$_2011,lognormal,"2955,1576|20,100",0.118498,,lognormal,"2955,1576|20,100",0.118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.054-Time,0,30 SF,worker_day,lognormal,"1.30456,0.696176|20,100",0.276662,0,lognormal,"1.30456,0.696176|20,100",0.276662,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.061-Cost,0,30 SF,US$_2011,lognormal,"2955,1576|20,100",0.118498,,lognormal,"2955,1576|20,100",0.118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.061-Time,0,30 SF,worker_day,lognormal,"1.30456,0.696176|20,100",0.276662,0,lognormal,"1.30456,0.696176|20,100",0.276662,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.071-Cost,0,30 SF,US$_2011,lognormal,"2055,1096|20,100",0.166803,,lognormal,"2955,1576|20,100",0.118498,,lognormal,"2364,1674.5|20,100",0.118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.071-Time,0,30 SF,worker_day,lognormal,"0.905206,0.482118|20,100",0.300538,0,lognormal,"1.30456,0.696176|20,100",0.276662,0,lognormal,"1.04382,0.739632|20,100",0.276662,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.072-Cost,0,30 SF,US$_2011,lognormal,"2055,1096|20,100",0.166803,,lognormal,"2955,1576|20,100",0.118498,,lognormal,"2364,1674.5|20,100",0.118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.072-Time,0,30 SF,worker_day,lognormal,"0.905206,0.482118|20,100",0.300538,0,lognormal,"1.30456,0.696176|20,100",0.276662,0,lognormal,"1.04382,0.739632|20,100",0.276662,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.081-Cost,0,30 SF,US$_2011,lognormal,"2955,1576|20,100",0.118498,,lognormal,"2955,1576|20,100",0.118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.081-Time,0,30 SF,worker_day,lognormal,"1.30456,0.696176|20,100",0.276662,0,lognormal,"1.30456,0.696176|20,100",0.276662,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.082-Cost,0,30 SF,US$_2011,lognormal,"2955,1576|20,100",0.118498,,lognormal,"2955,1576|20,100",0.118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.082-Time,0,30 SF,worker_day,lognormal,"1.30456,0.696176|20,100",0.276662,0,lognormal,"1.30456,0.696176|20,100",0.276662,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.083-Cost,0,30 SF,US$_2011,lognormal,"2055,1096|20,100",0.166803,,lognormal,"2955,1576|20,100",0.118498,,lognormal,"2364,1674.5|20,100",0.118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.083-Time,0,30 SF,worker_day,lognormal,"0.905206,0.482118|20,100",0.300538,0,lognormal,"1.30456,0.696176|20,100",0.276662,0,lognormal,"1.04382,0.739632|20,100",0.276662,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.084-Cost,0,30 SF,US$_2011,lognormal,"2055,1096|20,100",0.166803,,lognormal,"2955,1576|20,100",0.118498,,lognormal,"2364,1674.5|20,100",0.118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.084-Time,0,30 SF,worker_day,lognormal,"0.905206,0.482118|20,100",0.300538,0,lognormal,"1.30456,0.696176|20,100",0.276662,0,lognormal,"1.04382,0.739632|20,100",0.276662,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.091-Cost,0,30 SF,US$_2011,lognormal,"2055,1096|20,100",0.166803,,lognormal,"2955,1576|20,100",0.118498,,lognormal,"2364,1674.5|20,100",0.118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.091-Time,0,30 SF,worker_day,lognormal,"0.905206,0.482118|20,100",0.300538,0,lognormal,"1.30456,0.696176|20,100",0.276662,0,lognormal,"1.04382,0.739632|20,100",0.276662,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.101-Cost,0,30 SF,US$_2011,lognormal,"2055,1096|20,100",0.166803,,lognormal,"2955,1576|20,100",0.118498,,lognormal,"2364,1674.5|20,100",0.118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.101-Time,0,30 SF,worker_day,lognormal,"0.905206,0.482118|20,100",0.300538,0,lognormal,"1.30456,0.696176|20,100",0.276662,0,lognormal,"1.04382,0.739632|20,100",0.276662,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.201-Cost,0,30 SF,US$_2011,lognormal,"2055,1096|20,100",0.166803,,lognormal,"2955,1576|20,100",0.118498,,lognormal,"2364,1674.5|20,100",0.118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2022.201-Time,0,30 SF,worker_day,lognormal,"0.905206,0.482118|20,100",0.300538,0,lognormal,"1.30456,0.696176|20,100",0.276662,0,lognormal,"1.04382,0.739632|20,100",0.276662,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.001-Cost,0,30 SF,US$_2011,lognormal,"924,539|44,434",0.282108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.001-Time,0,30 SF,worker_day,lognormal,"0.683235,0.400147|44,434",0.376942,0,lognormal,"1.02,1.02|44,434",0.300538,0,lognormal,"1.02,1.02|44,434",0.300538,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.002-Cost,0,30 SF,US$_2011,lognormal,"924,539|44,434",0.282108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.002-Time,0,30 SF,worker_day,lognormal,"0.683235,0.400147|44,434",0.376942,0,lognormal,"1.02,1.02|44,434",0.300538,0,lognormal,"1.02,1.02|44,434",0.300538,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.011-Cost,0,30 SF,US$_2011,lognormal,"924,539|44,434",0.282108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.011-Time,0,30 SF,worker_day,lognormal,"0.683235,0.400147|44,434",0.376942,0,lognormal,"1.02,1.02|44,434",0.300538,0,lognormal,"1.02,1.02|44,434",0.300538,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.021-Cost,0,30 SF,US$_2011,lognormal,"924,539|44,434",0.282108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.021-Time,0,30 SF,worker_day,lognormal,"0.683235,0.400147|44,434",0.376942,0,lognormal,"1.02,1.02|44,434",0.300538,0,lognormal,"1.02,1.02|44,434",0.300538,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.031-Cost,0,30 SF,US$_2011,lognormal,"2055,1096|20,100",0.166803,,lognormal,"2055,1096|20,100",0.166803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.031-Time,0,30 SF,worker_day,lognormal,"0.905206,0.482118|20,100",0.300538,0,lognormal,"0.905206,0.482118|20,100",0.300538,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.032-Cost,0,30 SF,US$_2011,lognormal,"2055,1096|20,100",0.166803,,lognormal,"2055,1096|20,100",0.166803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.032-Time,0,30 SF,worker_day,lognormal,"0.905206,0.482118|20,100",0.300538,0,lognormal,"0.905206,0.482118|20,100",0.300538,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.033-Cost,0,30 SF,US$_2011,lognormal,"2055,1096|20,100",0.166803,,lognormal,"2055,1096|20,100",0.166803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.033-Time,0,30 SF,worker_day,lognormal,"0.905206,0.482118|20,100",0.300538,0,lognormal,"0.905206,0.482118|20,100",0.300538,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.034-Cost,0,30 SF,US$_2011,lognormal,"2055,1096|20,100",0.166803,,lognormal,"2055,1096|20,100",0.166803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.034-Time,0,30 SF,worker_day,lognormal,"0.905206,0.482118|20,100",0.300538,0,lognormal,"0.905206,0.482118|20,100",0.300538,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.041-Cost,0,30 SF,US$_2011,lognormal,"924,539|44,434",0.282108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.041-Time,0,30 SF,worker_day,lognormal,"0.683235,0.400147|44,434",0.376942,0,lognormal,"1.02,1.02|44,434",0.300538,0,lognormal,"1.02,1.02|44,434",0.300538,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.051-Cost,0,30 SF,US$_2011,lognormal,"2955,1576|20,100",0.118498,,lognormal,"2955,1576|20,100",0.118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.051-Time,0,30 SF,worker_day,lognormal,"1.30456,0.696176|20,100",0.276662,0,lognormal,"1.30456,0.696176|20,100",0.276662,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.052-Cost,0,30 SF,US$_2011,lognormal,"2955,1576|20,100",0.118498,,lognormal,"2955,1576|20,100",0.118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.052-Time,0,30 SF,worker_day,lognormal,"1.30456,0.696176|20,100",0.276662,0,lognormal,"1.30456,0.696176|20,100",0.276662,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.053-Cost,0,30 SF,US$_2011,lognormal,"2955,1576|20,100",0.118498,,lognormal,"2955,1576|20,100",0.118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.053-Time,0,30 SF,worker_day,lognormal,"1.30456,0.696176|20,100",0.276662,0,lognormal,"1.30456,0.696176|20,100",0.276662,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.054-Cost,0,30 SF,US$_2011,lognormal,"2955,1576|20,100",0.118498,,lognormal,"2955,1576|20,100",0.118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.054-Time,0,30 SF,worker_day,lognormal,"1.30456,0.696176|20,100",0.276662,0,lognormal,"1.30456,0.696176|20,100",0.276662,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.055-Cost,0,30 SF,US$_2011,lognormal,"2955,1576|20,100",0.118498,,lognormal,"2955,1576|20,100",0.118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.055-Time,0,30 SF,worker_day,lognormal,"1.30456,0.696176|20,100",0.276662,0,lognormal,"1.30456,0.696176|20,100",0.276662,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.056-Cost,0,30 SF,US$_2011,lognormal,"2955,1576|20,100",0.118498,,lognormal,"2955,1576|20,100",0.118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.056-Time,0,30 SF,worker_day,lognormal,"1.30456,0.696176|20,100",0.276662,0,lognormal,"1.30456,0.696176|20,100",0.276662,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.057-Cost,0,30 SF,US$_2011,lognormal,"2955,1576|20,100",0.118498,,lognormal,"2955,1576|20,100",0.118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.057-Time,0,30 SF,worker_day,lognormal,"1.30456,0.696176|20,100",0.276662,0,lognormal,"1.30456,0.696176|20,100",0.276662,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.058-Cost,0,30 SF,US$_2011,lognormal,"2955,1576|20,100",0.118498,,lognormal,"2955,1576|20,100",0.118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2023.058-Time,0,30 SF,worker_day,lognormal,"1.30456,0.696176|20,100",0.276662,0,lognormal,"1.30456,0.696176|20,100",0.276662,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3011.011-Cost,0,100 SF,US$_2011,lognormal,"840,490|13,130",0.576183,,lognormal,"2220,1184|13,130",0.307432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3011.011-Time,0,100 SF,worker_day,lognormal,"0.954412,0.568382|13,130",0.628082,0,lognormal,"2.41618,1.27353|13,130",0.39625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3011.012-Cost,0,100 SF,US$_2011,lognormal,"1332.5,820|5,50",0.480347,,lognormal,"3000,1600|5,50",0.369231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3011.012-Time,0,100 SF,worker_day,lognormal,"1.46915,0.903897|5,50",0.54151,0,lognormal,"3.31294,1.76882|5,50",0.445905,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3011.013-Cost,0,100 SF,US$_2011,lognormal,"812.5,500|1,10",0.636668,,lognormal,"1545,824|1,10",0.431094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3011.013-Time,0,100 SF,worker_day,lognormal,"0.896801,0.552132|1,10",0.683993,0,lognormal,"1.70801,0.912794|1,10",0.498339,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3011.014-Cost,0,100 SF,US$_2011,lognormal,"1235,760|1,10",0.514934,,lognormal,"2325,1240|1,10",0.469111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3011.014-Time,0,100 SF,worker_day,lognormal,"1.36434,0.840441|1,10",0.572413,0,lognormal,"2.56478,1.36809|1,10",0.531568,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3031.001a-Cost,0,1 EA,US$_2011,lognormal,"9392.5,5780|1,5",0.143317,,lognormal,"10837.5,5780|1,5",0.143317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3031.001a-Time,0,1 EA,worker_day,lognormal,"10.3594,6.37505|1,5",0.288166,0,lognormal,"11.9532,6.37505|1,5",0.288166,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3031.001b-Cost,0,1 EA,US$_2011,lognormal,"14560,8960|1,5",0.172146,,lognormal,"16800,8960|1,5",0.172146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3031.001b-Time,0,1 EA,worker_day,lognormal,"16.0588,9.88231|1,5",0.303536,0,lognormal,"18.5294,9.88231|1,5",0.303536,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3031.001c-Cost,0,1 EA,US$_2011,lognormal,"19727.5,12140|1,5",0.185834,,lognormal,"22762.5,12140|1,5",0.185834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3031.001c-Time,0,1 EA,worker_day,lognormal,"21.7582,13.3897|1,5",0.311503,0,lognormal,"25.1057,13.3897|1,5",0.311503,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3031.002a-Cost,0,1 EA,US$_2011,normal,"9787.5,5220|1,5",0.220933,,normal,"9787.5,5220|1,5",0.220937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3031.002a-Time,0,1 EA,worker_day,normal,"10.795,5.75736|1,5",0.333633,0,normal,"10.795,5.75736|1,5",0.333636,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3031.002b-Cost,0,1 EA,US$_2011,lognormal,"14700,7840|1,5",0.173322,,lognormal,"14700,7840|1,5",0.173322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3031.002b-Time,0,1 EA,worker_day,lognormal,"16.2132,8.64704|1,5",0.304205,0,lognormal,"16.2132,8.64704|1,5",0.304205,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3031.002c-Cost,0,1 EA,US$_2011,normal,"19612.5,10460|1,5",0.164324,,normal,"19612.5,10460|1,5",0.164328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3031.002c-Time,0,1 EA,worker_day,normal,"21.6315,11.5368|1,5",0.29917,0,normal,"21.6315,11.5368|1,5",0.299171,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3041.001-Cost,0,10 LF,US$_2011,normal,"810,432|10,50",0.249194,,normal,"810,432|10,50",0.249184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3041.001-Time,0,10 LF,worker_day,normal,"0.786159,0.419276|10,50",0.352984,0,normal,"0.786159,0.419276|10,50",0.352977,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1011.001a-Cost,0,100 LF,US$_2011,normal,"2677.5,1428|1,10",0.48138,,lognormal,"6825,3640|1,10",0.555913,,lognormal,"10500,7437.5|1,10",0.195861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1011.001a-Time,0,100 LF,worker_day,normal,"2.12563,1.15175|1,10",0.542427,0,lognormal,"5.28316,2.80074|1,10",0.60954,0,lognormal,"8.12397,5.73702|1,10",0.317587,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1011.001b-Cost,0,100 LF,US$_2011,normal,"3570,1071|1,10",0.48138,,lognormal,"9100,2730|1,10",0.555913,,lognormal,"17500,5250|1,10",0.195861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1011.001b-Time,0,100 LF,worker_day,normal,"2.82125,0.8735|1,10",0.542427,0,lognormal,"7.05632,2.09147|1,10",0.60954,0,lognormal,"13.5799,4.03206|1,10",0.317587,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1011.001c-Cost,0,100 LF,US$_2011,normal,"1428,428.4|1,10",0.48138,,lognormal,"3640,1092|1,10",0.555914,,lognormal,"7000,2100|1,10",0.195861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1011.001c-Time,0,100 LF,worker_day,normal,"1.0765,0.2974|1,10",0.542427,0,lognormal,"2.84853,0.862588|1,10",0.609541,0,lognormal,"5.45794,1.63882|1,10",0.317587,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1011.001d-Cost,0,100 LF,US$_2011,normal,"1785,535.5|1,10",0.48138,,lognormal,"4550,1365|1,10",0.555913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1011.001d-Time,0,100 LF,worker_day,normal,"1.34563,0.37175|1,10",0.542427,0,lognormal,"3.59316,1.11074|1,10",0.60954,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1011.011a-Cost,0,100 LF,US$_2011,normal,"4340,1302|1,10",0.458612,,normal,"11100,3330|1,10",0.485919,,lognormal,"33900,10170|1,10",0.235145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1011.011a-Time,0,100 LF,worker_day,normal,"3.38132,1.01347|1,10",0.522326,0,normal,"8.61574,2.55971|1,10",0.546459,0,lognormal,"26.471,7.97559|1,10",0.34321,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2011.001a-Cost,0,1 EA,US$_2011,normal,"4340,1302|1,10",0.458612,,normal,"11100,3330|1,10",0.485919,,lognormal,"33900,10170|1,10",0.235145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2011.001a-Time,0,1 EA,worker_day,normal,"3.38132,1.01347|1,10",0.522326,0,normal,"8.61574,2.55971|1,10",0.546459,0,lognormal,"26.471,7.97559|1,10",0.34321,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2011.001b-Cost,0,1 EA,US$_2011,normal,"4340,1302|1,10",0.458612,,normal,"11100,3330|1,10",0.485919,,lognormal,"37600,11280|1,10",0.0968779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2011.001b-Time,0,1 EA,worker_day,normal,"3.38132,1.01347|1,10",0.522326,0,normal,"8.61574,2.55971|1,10",0.546459,0,lognormal,"29.3429,8.82882|1,10",0.268114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2011.011a-Cost,0,1 EA,US$_2011,lognormal,"1400,420|5,10",0.801477,,lognormal,"7400,2220|5,10",0.56935,,normal,"45900,13770|5,10",0.361304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2011.011a-Time,0,1 EA,worker_day,lognormal,"1.54416,0.463276|5,10",0.839562,0,lognormal,"8.16178,2.44855|5,10",0.62182,0,normal,"50.625,15.1875|5,10",0.439364,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
